,Unnamed: 0,title,short_description,institution,subject,price,length,effort,level,prerequisites,course_link
731,731,Video Game Design and Balance,Learn about the video game design process and experiment with effective methods for balancing a gameÛªs mechanics.,RITx,Computer Science,FREE,5 weeks,3 hours per week,Introductory,None,https://www.edx.org/course/video-game-design-balance-ritx-game102x
732,732,The Basics of Transport Phenomena,"Learn the basic framework to work on a broad spectrum of engineering problems concerning transfer of heat, mass and momentum. Learn through examples of everyday processes at home, in the lab and in industry.",DelftX,Biology & Life Sciences,FREE,7 weeks,6-8 hours per week,Introductory,"High School physics and basic knowledge of calculus (derivative, integral, simple differential equations) and thermodynamics (concepts of first law and second law, properties of fluids, heat effects).",https://www.edx.org/course/basics-transport-phenomena-delftx-tp101x-1
733,733,Thermodynamics,Introduction to basic concepts and applications of thermodynamics in mechanical engineering.,IITBombayX,Engineering,FREE,20 weeks,8-10 hours per week,Intermediate,"Basic knowledge of high-school physics and chemistry is assumed; ability to do college calculus (differentiation, integration, partial derivatives, and exact differentials) is required.",https://www.edx.org/course/thermodynamics-iitbombayx-me209-1x-1
734,734,APå¨ Psychology - Course 3: How the Mind Works,"Learn about the neuroscience and psychology of the mind including memory, thinking, reasoning, and language.",UBCx,Science,FREE,4 weeks,8-12 hours per week,Introductory,None,https://www.edx.org/course/apr-psychology-course-3-how-mind-works-ubcx-psyc-3x
735,735,The Next Generation of Infrastructure,"Explore the challenges and complexity of both global and local infrastructure (IT/Telecom, Energy, Water and Transportation) and how to make the best decisions to improve it.",DelftX,Engineering,FREE,7 weeks,6-8 hours per week,Intermediate,"Analytical skills, curiosity about new developments, and an interest in the design and governance of infrastructures.",https://www.edx.org/course/next-generation-infrastructure-delftx-ngix-0
736,736,"First Nights: Igor StravinskyÛªs The Rite of Spring: Modernism, Ballet, and Riots","Learn the fascinating history of Igor StravinskyÛªs The Rite of Spring, one of the most challenging and rewarding ballets ever written.",HarvardX,Music,FREE,3 weeks,2-3 hours per week,Introductory,Missing,https://www.edx.org/course/first-nights-igor-stravinskys-rite-harvardx-mus24-5x
737,737,APå¨ Psychology - Course 2: How the Brain Works,"Learn how your brain works and the basics of neuroscience, genetics and consciousness.",UBCx,Science,FREE,5 weeks,8-12 hours per week,Introductory,None,https://www.edx.org/course/apr-psychology-course-2-how-brain-works-ubcx-psyc-2x
738,738,Smart Grids: Electricity for the Future,Learn why smart grids are key to modernizing our current electrical system to optimize the conservation and delivery of power.,IEEEx,Engineering,FREE,4 weeks,8 hours total,Introductory,Missing,https://www.edx.org/course/smart-grids-electricity-future-ieeex-smartgrid-x-0
739,739,Pragmatic Randomized Controlled Trials in Health Care,Pragmatic randomized controlled trials reliably work out which of several healthcare interventions works best under real-world conditions.,KIx,Biology & Life Sciences,FREE,4 weeks,~6 hours per week,Intermediate,,https://www.edx.org/course/pragmatic-randomized-controlled-trials-kix-kipractihx-1
740,740,Terrorism and Counterterrorism,"What is the danger of terrorism, and how can the world respond effectively?",GeorgetownX,Law,FREE,7 sections,8-10 hours per section,Introductory,None,https://www.edx.org/course/terrorism-counterterrorism-georgetownx-guix-501-03x
741,741,Terrorism and Counterterrorism: An Introduction,"What is the danger of terrorism, and how can the world respond effectively? This abridged version of the GeorgetownX Terrorism and Counterterrorism course offers students core content on the study of terrorism, along with key sections that are relevant to todayÛªs terrorism scholarship.",GeorgetownX,Law,FREE,3 sections,8-10 hours per section,Introductory,None,https://www.edx.org/course/terrorism-counterterrorism-introduction-georgetownx-guix-501-04x
742,742,Existential Well-being Counseling: A Person-centered Experiential Approach,Explore existential themes in your personal and professional life. Develop strengths and counseling skills to improve your well-being and the well-being of others.,KULeuvenX,Humanities,FREE,9-12 weeks,6-8 hours per week,Introductory,,https://www.edx.org/course/existential-well-being-counseling-person-kuleuvenx-ewbcx
743,743,Medical Genomics 101,"Learn key genomics concepts and how they influence health and health care. Physicians, Physician Assistants and Nurse Practitioners can earn 2 AMA PRA Category 1 Creditsã¢",DavidsonX,Medicine,FREE,1 week,2 hours,Intermediate,,https://www.edx.org/course/medical-genomics-101-davidsonx-medgen101x
744,744,International Business Environment and Global Strategy,"Learn how the social, political, economic and institutional factors affect international business environments and global strategies.",IIMBx,Business & Management,FREE,3 Weeks,5-6 hours per week,Introductory,None,https://www.edx.org/course/international-business-environment-iimbx-im110x-0
745,745,Hypersonics ÛÒ from Shock Waves to Scramjets,Understand flight at speeds greater than Mach 5 and discover how to analyse the performance of a scramjet.,UQx,Engineering,FREE,Missing,45 hours,Advanced,,https://www.edx.org/course/hypersonics-shock-waves-scramjets-uqx-hypers301x-2
746,746,APå¨ Psychology - Course 1: What is Psychology?,Learn about the history and research methods of psychology.,UBCx,Science,FREE,3 weeks,8-12 hours per week,Introductory,None,https://www.edx.org/course/apr-psychology-course-1-what-psychology-ubcx-psyc-1x
747,747,Discovery Precalculus: A Creative and Connected Approach,Strengthen your critical thinking skills in this inquiry-based Pre-calculus course.,UTAustinX,Math,FREE,15 weeks,10 hours per week,Introductory,A mastery of mathematics up through the Algebra II or College Algebra level. ,https://www.edx.org/course/discovery-precalculus-creative-connected-utaustinx-ut-prec-10-03x
748,748,So You Want to Become a Biomedical Engineer,Learn about biomedical engineering from top names in the field and how to plot your own educational and career path.,IEEEx,Engineering,FREE,4 weeks,2 hours per week,Introductory,"Secondary school (high school) math, science and reasoning",https://www.edx.org/course/so-you-want-become-biomedical-engineer-ieeex-biomed01x-0
749,749,Discrete-Time Signal Processing,A focused view into the theory behind modern discrete-time signal processing systems and applications.,MITx,Computer Science,FREE,Missing,8 hours per week,Advanced,6.341x assumes a strong background in the basics of signals and systems and some more advanced exposure to that basic material through an advanced undergraduate subject and/or industrial or research experience.  ,https://www.edx.org/course/discrete-time-signal-processing-mitx-6-341x-1
750,750,Classroom Strategies for Inquiry-Based Learning,Learn inquiry-based classroom practices to engage students in education through exploration.,UTAustinX,Education & Teacher Training,FREE,5 Weeks,1 hour per week,Introductory,None,https://www.edx.org/course/classroom-strategies-inquiry-based-utaustinx-ut-iitl-11-02x
751,751,APå¨ Calculus: Challenging Concepts from Calculus AB & Calculus BC,Master the most difficult topics in your APå¨ Calculus AB & Calculus BC courses. ,Davidson Next,Math,FREE,14 weeks,3-4 hours per week,Introductory,Foundational/prerequisite knowledge in Calculus AB and/or BC before attempting these units.  ,https://www.edx.org/course/apr-calculus-challenging-concepts-davidson-next-calapccx-0
752,752,APå¨ Physics 2: Challenging Concepts,Master the most difficult topics in your APå¨ Physics 2 course with help from experienced APå¨ Physics teachers.,Davidson Next,Physics,FREE,9 weeks,3-4 hours per unit (recommended pace: 1 unit per week),Introductory,,https://www.edx.org/course/apr-physics-2-challenging-concepts-davidson-next-phy2apccx
753,753,APå¨ Physics 1: Challenging Concepts,Master the most difficult topics in your APå¨ Physics 1 course with help from experienced APå¨ Physics teachers.,Davidson Next,Physics,FREE,8 weeks,3-4 hours per unit (recommended pace: 1 unit per week),Introductory,,https://www.edx.org/course/apr-physics-1-challenging-concepts-davidson-next-phy1apccx
754,754,Introduction to Simulation Education in Healthcare,"A valuable introduction to the pedagogy of healthcare simulation, how itÛªs used and the value it provides learners and patients.",UTennesseeX,Education & Teacher Training,FREE,1 week,4-5 hours per week,Introductory,None,https://www.edx.org/course/introduction-simulation-education-utennesseex-iseh2016x
755,755,Preparing for CLEP Chemistry: Part 1,CLEP Chemistry MOOC,Cooper Union,Chemistry,FREE,8 modules,8-12 hours per module of material,Introductory,,https://www.edx.org/course/preparing-clep-chemistry-part-1-cooper-union-chem1-x
756,756,Preparing for CLEP Chemistry: Part 2,CLEP Chemistry MOOC,Cooper Union,Chemistry,FREE,8 Modules,8-12 hours per module of material,Introductory,,https://www.edx.org/course/preparing-clep-chemistry-part-2-cooper-union-chem-2x
757,757,Developing Windows 10 Universal Apps - Part 1,"Learn the essentials of Windows 10 Universal Windows Platform app development, including how to design and develop a responsive user interface.",Microsoft,Computer Science,FREE,4 weeks,10-12 hours per week,Intermediate,,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-1x-1
758,758,Developing Windows 10 Universal Apps - Part 2,Learn how to develop Windows 10 Universal Windows Platform apps and implement the MVVM pattern to presents an adaptive UI for Windows 10 devices.,Microsoft,Computer Science,FREE,4 weeks,10-12 hours per week,Intermediate,,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-2x-1
759,759,Developing Windows 10 Universal Apps - Part 3,"Learn to develop a Windows 10 Universal Windows Platform app that truly comes to life with features like cloud service integration, background tasks, and geo-fencing. This course is part three of a three-part programming series.",Microsoft,Computer Science,FREE,4 weeks,10-12 hours per week,Intermediate,,https://www.edx.org/course/developing-windows-10-universal-apps-microsoft-dev209-3x-1
760,760,From Atoms to Stars: How Physics Explains Our World,Explore the universe through physics from the smallest micro particle to the vastness of galaxies.,MEPhIx,Physics,FREE,4 weeks,2-3 hours per week,Intermediate,Missing,https://www.edx.org/course/atoms-stars-how-physics-explains-world-mephix-mephi003x
761,761,Enterprise Software Lifecycle Management,"Learn the best models, methods and practices for effective lifecycle management for large-scale software.",MEPhIx,Computer Science,FREE,Missing,Missing,Introductory,Missing,https://www.edx.org/course/enterprise-software-lifecycle-management-mephix-mephi001x
762,762,CS For All: Introduction to Computer Science and Python Programming,"A fun, fast-paced introduction to solving interesting problems with computer science through Python programming. ",HarveyMuddX,Computer Science,FREE,14 weeks,5-7 hours per week,Introductory,Secondary school (high school) algebra,https://www.edx.org/course/cs-all-introduction-computer-science-harveymuddx-cs005x-0
