,Unnamed: 0,title,short_description,institution,subject,price,length,effort,level,prerequisites,course_link
381,381,Project Risk Assessment,Learn how to conduct risk analysis of different projects using both conceptual and practical developments in modern finance.,MichiganX,Economics & Finance,FREE,self-paced; we expect you to complete the course in 30-40 hours,Missing,Intermediate,Financial Decision Rules for Project Evaluation,https://www.edx.org/course/project-risk-assessment-michiganx-fin402x
382,382,Economic Democracy: The Cooperative Alternative,"Could a cooperative market economy, in which firms are owned and controlled by their workers, be a viable and efficient alternative to capitalism?",EdinburghX,Economics & Finance,FREE,6 weeks,2-3 hours per week,Introductory,Basic high school maths.Some basic knowledge of economics would be helpful but not essential.,https://www.edx.org/course/economic-democracy-cooperative-edinburghx-coopsx
383,383,Using Python for Research,Take your introductory knowledge of Python programming to the next level and learn how to use Python 3 for your research.,HarvardX,Computer Science,FREE,4 weeks,4-8 hours per week,Intermediate,Some previous Python programming experience (in any version of Python),https://www.edx.org/course/using-python-research-harvardx-ph526x
384,384,Data Analysis: Take It to the MAX(),Enhance your data analysis skills using spreadsheets and data visualization. Increase your productivity and make better business decision.,DelftX,Data Analysis & Statistics,FREE,8 weeks,4-6 hours per week,Intermediate,"Some experience in working with spreadsheets (with software such as Excel, OpenOffice Calc, Google Spreadsheets and etc.).",https://www.edx.org/course/data-analysis-take-it-max-delftx-ex101x-1
385,385,Human Rights: The Rights of Refugees,Take action for human rights. This course will teach you about the human rights of refugees and empower you to defend them.,Amnesty InternationalX,Social Sciences,FREE,3 weeks,3-5 hours per week,Introductory,None,https://www.edx.org/course/human-rights-rights-refugees-amnesty-internationalx-rights2x
386,386,Introduction to DevOps: Transforming and Improving Operations,Learn how to transform your organization using the principles and practices of DevOps.,LinuxFoundationX,Computer Science,FREE,10 weeks,4-5 hours per week,Introductory,,https://www.edx.org/course/introduction-devops-transforming-linuxfoundationx-lfs161x
387,387,"Nature, in Code: Biology in JavaScript","Learn JavaScript programming by implementing key biology concepts in code, including natural selection, genetics and epidemics.",EPFLx,Computer Science,FREE,7 weeks,3-4 hours per week,Intermediate,,https://www.edx.org/course/nature-code-biology-javascript-epflx-nic1-0x
388,388,"Hollywood: History, Industry, Art","Explore the history of Hollywood, from Edison and the birth of film to the rise of the internet.",PennX,Art & Culture,FREE,4 weeks (8 units),3-4 hours per week,Introductory,None,https://www.edx.org/course/hollywood-history-industry-art-pennx-hollywoodx
389,389,Financial Decision Rules for Project Evaluation,"Learn how to use decision criteria and rules to evaluate projects based on their impact on business, including payback, NPV and IRR.",MichiganX,Economics & Finance,FREE,self-paced; we expect you to complete the course in 30-40 hours,Missing,Intermediate,,https://www.edx.org/course/financial-decision-rules-project-michiganx-fin401x
390,390,Biostatistics for Big Data Applications,Learn data analysis basics for working with biomedical big data with practical hands-on examples using R.,UTMBx,Data Analysis & Statistics,FREE,8 weeks,2-3 hours per week,Introductory,None,https://www.edx.org/course/biostatistics-big-data-applications-utmbx-stat101x
391,391,Sustainable Soil Management: Soil for life,"Learn why soil is so important, how itÛªs being threatened and what we can do to protect this natural resource so vital to our lives.",WageningenX,Environmental Studies,FREE,12 weeks,7-9 hours per module,Introductory,Basic: secondary school completed,https://www.edx.org/course/sustainable-soil-management-soil-life-wageningenx-soilx-0
392,392,"Minecraft, Coding and Teaching","Learn how to teach coding skills to your students by using Minecraft, one of the most popular games of all time.",UC San DiegoX,Education & Teacher Training,FREE,4 weeks,2-3 hours per week,Introductory,Basic teaching experience,https://www.edx.org/course/minecraft-coding-teaching-uc-san-diegox-ltm1x
393,393,HamletÛªs Ghost,An exploration of the haunting figure at the heart of one of William ShakespeareÛªs most famous plays.,HarvardX,Literature,FREE,3 weeks,6-8 hours per week,Introductory,None,https://www.edx.org/course/hamlets-ghost-harvardx-hum3-1x
394,394,Intermediate C++,Expand your C++ knowledge with this Intermediate-level course. Learn more about the languageÛªs unique blend of low-level control and high-level OOP features.,Microsoft,Computer Science,FREE,4 weeks,5-7 hours per week,Intermediate,,https://www.edx.org/course/intermediate-c-microsoft-dev210-2x
395,395,Self-Assessment ÛÒ Developing Your Strengths,"Learn how to leverage your strengths for professional growth. Focus on your interests, and develop a strategic career roadmap.",FullbridgeX,Business & Management,60,4 weeks,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/self-assessment-developing-strengths-fullbridgex-career1x
396,396,Communication Skills and Teamwork,"Effective writing and presentation skills are essential for career success. Learn how to create and deliver high-impact communications, improve your soft skills, and effectively lead and collaborate on teams.",FullbridgeX,Business & Management,60,4 weeks,Missing,Introductory,Missing,https://www.edx.org/course/communication-skills-teamwork-fullbridgex-career2x
397,397,Problem Solving and Critical Thinking Skills,"Develop your ability to tackle complex problems in the workplace using known analytical problem solving techniques, design thinking, and effective research.",FullbridgeX,Business & Management,60,4 weeks,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/problem-solving-critical-thinking-skills-fullbridgex-career3x
398,398,Business and Data Analysis Skills,Learn key business management skills as well as tools and methods for analyzing data and presenting results.,FullbridgeX,Business & Management,60,4 weeks,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/business-data-analysis-skills-fullbridgex-career4x
399,399,"Resume, Networking, and Interview Skills",Get the job you want with compelling resume writing and focused interview preparation.,FullbridgeX,Business & Management,FREE,4 weeks,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/resume-networking-interview-skills-fullbridgex-career5x
400,400,Introduction to Applied Biostatistics: Statistics for Medical Research,Learn data analysis for medical research with practical hands-on examples using R Commander.,OsakaUx,Data Analysis & Statistics,FREE,6 weeks,3-5 hours per week,Intermediate,Missing,https://www.edx.org/course/introduction-applied-biostatistics-osakaux-med101x-0
401,401,Managing Addiction: A Framework for Successful Treatment,Understand how to recognize addiction and to match a person with alcohol and other drug problems to treatment using a full range of evidence-based responses.,AdelaideX,Biology & Life Sciences,FREE,5 weeks,2-3 hours per week,Introductory,"A background in healthcare may be helpful prior to taking this course, but there are no formal prerequisites.",https://www.edx.org/course/managing-addiction-framework-successful-adelaidex-addictionx-0
402,402,Plasma Physics: Applications,"Learn about plasma applications from nuclear fusion powering the sun, to making integrated circuits, to generating electricity.",EPFLx,Physics,FREE,5 weeks,5-6 hours per week,Intermediate,,https://www.edx.org/course/plasma-physics-applications-epflx-plasmaapplicationx
403,403,Plasma Physics: Introduction,"Learn the basics of plasma, one of the fundamental states of matter, and the different types of models used to describe it, including fluid and kinetic.",EPFLx,Physics,FREE,4 weeks,5-6 hours per week,Intermediate,,https://www.edx.org/course/plasma-physics-introduction-epflx-plasmaintroductionx
404,404,Introduction to OpenStack,"Get an in-depth primer on OpenStack, the leading cloud computing platform, directly from The Linux Foundation, the leader in professional open source management and the platform provider for the Certified OpenStack Administrator exam.",LinuxFoundationX,Computer Science,FREE,10 Weeks,3-4 hours per week,Introductory,Students should have experience with Linux.,https://www.edx.org/course/introduction-openstack-linuxfoundationx-lfs152x
405,405,Creating a Course with edX Studio,Learn the fundamentals of creating courses on the edX platform using edX Studio.,edX,Education & Teacher Training,FREE,Missing,Missing,Introductory,"DemoX and edX101, as well as access to an updated version of the edX platform",https://www.edx.org/course/creating-course-edx-studio-edx-studiox-0
406,406,Overview of Creating an edX Course,A quick course designed to help you explore all of the different steps that go into planning and building an edX course. Perfect for instructors or institutional leadership interested in building a MOOC on edX. ,edX,Education & Teacher Training,FREE,Missing,1-2 hours,Introductory,DemoX,https://www.edx.org/course/overview-creating-edx-course-edx-designx
407,407,Language Revival: Securing the Future of Endangered Languages,Learn how the worldÛªs endangered languages are revived and why this process is critical to preserving cultural identity.,AdelaideX,Communication,FREE,Missing,2-3 hours per week,Introductory,Missing,https://www.edx.org/course/language-revival-securing-future-adelaidex-lang101x-0
408,408,The Rise of Superheroes and Their Impact On Pop Culture,"EXCLUSIVE! Complete a verified certificate in this self-paced course and receive digital artwork from comic book artist Dennis Calero (X-Factor, X-Men Noir), digitally signed by Stan Lee and Michael Uslan, and created exclusively for this course!",SmithsonianX,Art & Culture,FREE,6 weeks,1-2 hours per week,Introductory,None.,https://www.edx.org/course/rise-superheroes-impact-pop-culture-smithsonianx-popx1-5x
409,409,Introduction to User Experience,"Learn how UX research and design techniques can help you better understand user needs, prototype solutions, evaluate design concepts, and create a great user experience.",MichiganX,Design,FREE,5 weeks,2-3 hours per week,Intermediate,None,https://www.edx.org/course/introduction-user-experience-michiganx-ux501x
410,410,Quantitative Biology Workshop,A workshop-style introduction to tools used in biological research. Discover how to analyze data using computational methods.,MITx,Biology & Life Sciences,FREE,8 weeks,4-8 hours per week,Intermediate,,https://www.edx.org/course/quantitative-biology-workshop-mitx-7-qbwx-2
411,411,Teaching Historical Inquiry with Objects,This course will give middle and high school history teachers new techniques to engage and motivate students with an inquiry-based approach to learning.,SmithsonianX,Education & Teacher Training,FREE,6 weeks,3 hours per week,Introductory,"This course is designed for secondary school social studies teachers or prospective teachers. However, we welcome all educators interested in this topic.",https://www.edx.org/course/teaching-historical-inquiry-objects-smithsonianx-ed1-1x-1
412,412,AP Physics 1,"A self-paced, comprehensive course to prepare you for the AP Physics 1 exam.",RiceX,Physics,FREE,18 weeks,3-4 hours per week,Introductory,Algebra and basic mathematical concepts.,https://www.edx.org/course/ap-physics-1-ricex-advphy1x
413,413,Blended Learning with edX,Explore ways to blend educational technology with traditional classroom learning to improve educational outcomes. Perfect for instructors or institutional leadership interested in creating blended learning experiences with edX. ,edX,Education & Teacher Training,FREE,Missing,3-4 hours,Intermediate,None,https://www.edx.org/course/blended-learning-edx-edx-blendedx-1
414,414,Creating Video for the edX Platform,Learn the best and most efficient ways to create video content for the edX platform. ,edX,Education & Teacher Training,FREE,2-4 hours,Missing,Introductory,StudioX,https://www.edx.org/course/creating-video-edx-platform-edx-videox-0
415,415,An Introduction to Credit Risk Management,"What is credit risk? Why is it so important, in modern economies, to correctly deal with it? This course combines theory with practice to answer these questions.",DelftX,Business & Management,FREE,Missing,"48 hours, Self-paced",Intermediate,Introductory courses in Statistics and Probability; basic knowledge of the financial vocabulary.,https://www.edx.org/course/introduction-credit-risk-management-delftx-tw3421x-2
416,416,Introduction to Sociology,,UTPermianBasinX,Social Sciences,FREE,6 weeks,4-6 hours per week,Introductory,None,https://www.edx.org/course/introduction-sociology-utpermianbasinx-soci101x-0
417,417,PredictionX: John Snow and the Cholera Epidemic of 1854,An in-depth look at the 1854 London cholera epidemic in Soho and its importance for the field of epidemiology.,HarvardX,History,FREE,1 week,3-5 hours per week,Introductory,Missing,https://www.edx.org/course/predictionx-john-snow-cholera-epidemic-harvardx-soc1-jsx
418,418,Social Work Practice: Advocating Social Justice and Change,"Learn the values, techniques, and themes social workers use to help others as well as strategies for addressing social justice challenges. ",MichiganX,Social Sciences,FREE,5 weeks,2-3 hours per week,Introductory,College-level maturity.,https://www.edx.org/course/social-work-practice-advocating-social-michiganx-sw101x
419,419,"Electricity & Magnetism, Part 1","PHYS 102.1x serves as an introduction to charge, the electric field, the electric potential, current, resistance, and DC circuits with resistors and capacitors.",RiceX,Physics,FREE,7 weeks,8-10 hours per week,Introductory,,https://www.edx.org/course/electricity-magnetism-part-1-ricex-phys102-1x-0
420,420,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity","A MITx/HarvardX collaboration, this course explores JapanÛªs transition into the modern world through the historical visual record.",HarvardX,Art & Culture,FREE,6 weeks,3-5 hours per week,Introductory,Missing,https://www.edx.org/course/visualizing-japan-1850s-1930s-harvardx-mitx-vjx-2
421,421,World of Wine: From Grape to Glass,"Learn about the principles and practices of how grapes are grown and wine is made. Whether youÛªre a wine novice or a seasoned oenophile, youÛªll learn to confidently describe wine appearance, aroma, flavour and taste.",AdelaideX,Chemistry,FREE,6 weeks,2-3 hours per week,Introductory,,https://www.edx.org/course/world-wine-grape-glass-adelaidex-wine101x-2
422,422,Solar Energy,Discover the power of solar energy and learn how to design a complete photovoltaic system.,DelftX,Electronics,FREE,8 weeks,8 hours per week,Introductory,,https://www.edx.org/course/solar-energy-delftx-et3034x-0
423,423,Awareness-Based Systems Change with u.lab - How to Sense and Actualize the Future,Learn how to lead change in social systems by exploring two root questions of creativity: Who is my Self? What is my Work?,MITx,Business & Management,FREE,1 week,1-2 hours to complete entire course,Introductory,None,https://www.edx.org/course/awareness-based-systems-change-u-lab-how-mitx-15-671-0x
424,424,APå¨ Calculus BC,Learn APå¨ Calculus BC topics from highly respected AP Calculus instructors to prepare for the APå¨ Calculus BC exam.,Davidson Next,Math,FREE,11 weeks,2-3 hours per week,Introductory,Foundational/prerequisite knowledge in Calculus AB and/or BC before attempting these units.,https://www.edx.org/course/apr-calculus-bc-davidson-next-calapbcx
425,425,APå¨ Macroeconomics: Challenging Concepts,Master the most challenging topics in your APå¨ Macroeconomics course. ,Davidson Next,Economics & Finance,FREE,14 weeks,2-3 hours per week,Introductory,Basic understanding of macroeconomic terms and concepts.,https://www.edx.org/course/apr-macroeconomics-challenging-concepts-davidson-next-macapccx-0
426,426,APå¨ Macroeconomics,Learn all material in the APå¨ Macroeconomics curriculum from highly regarded AP instructors and college professors.,Davidson Next,Economics & Finance,FREE,18 weeks,2-3 hours per week,Introductory,None.,https://www.edx.org/course/apr-macroeconomics-davidson-next-macapfull-0
427,427,Knowledge Management in Nuclear Energy Organizations,Learn why knowledge management is so vital to keeping nuclear power operations running safely and efficiently.,MEPhIx,Business & Management,FREE,8 weeks,1-2 hours per week,Intermediate,Nuclear reactors basics,https://www.edx.org/course/knowledge-management-nuclear-energy-mephix-mephi002x
428,428,Introduction to Family Engagement in Education,Learn about successful collaborations between families and educators and why they lead to improved outcomes for students and schools.,HarvardX,Education & Teacher Training,FREE,6 weeks,2-4 hours per week,Introductory,None,https://www.edx.org/course/introduction-family-engagement-education-harvardx-gse4x
429,429,The Business of Mining,"Learn the theory behind running a mine and see if you've got what it takes to explore, plan, operate and close a mining operation. ",CurtinX,Engineering,FREE,4 weeks,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/business-mining-curtinx-tbomx-0
430,430,Introduction to Geometry,"Measure angles, prove geometric theorems, and discover how to calculate areas and volumes in this interactive course!",SchoolYourself,Math,FREE,14 weeks,4-6 hours per unit,Introductory,Basic algebra (solving an equation for an unknown value).,https://www.edx.org/course/introduction-geometry-schoolyourself-geometryx-1
431,431,Introduction to Algebra,"Solve equations, draw graphs, and play with quadratics in this interactive course!",SchoolYourself,Math,FREE,Missing,4-6 hours per unit,Introductory,None,https://www.edx.org/course/introduction-algebra-schoolyourself-algebrax-1
432,432,Respiration in the Human Body,"Learn about respiration and the function of the lungs, oxygen and COââ in the body from medical experts.",LouvainX,Biology & Life Sciences,FREE,7 weeks,3-5 hours per week,Introductory,,https://www.edx.org/course/respiration-human-body-louvainx-louv8x-1
433,433,Circuits and Electronics 1: Basic Circuit Analysis,"Learn techniques that are foundational to the design of microchips used in smartphones, computers, and the Internet.",MITx,Electronics,FREE,5 weeks,6 hours per week,Introductory,,https://www.edx.org/course/circuits-electronics-1-basic-circuit-mitx-6-002-1x-0
434,434,"Circuits and Electronics 2: Amplification, Speed, and Delay","Learn how to speed up digital circuits and build amplifiers in the design of microchips used in smartphones, computers, and the Internet.",MITx,Electronics,FREE,5 weeks,8 hours per week,Intermediate,"You should have a mathematical background of working with calculus and basic differential equations, and a high school physics background in electricity and magnetism. You should also have taken Circuits and Electronics 1, or have an equivalent background in basic circuit analysis.",https://www.edx.org/course/circuits-electronics-2-amplification-mitx-6-002-2x-0
435,435,Circuits and Electronics 3: Applications,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, computers, and the internet.",MITx,Electronics,FREE,7 weeks,8-10 hours per week,Intermediate,,https://www.edx.org/course/circuits-electronics-3-applications-mitx-6-002-3x-0
436,436,Quality of Life: Livability in Future Cities,"Learn how urban planning, energy, climate, ecology and mobility impact the livability and quality of life of a ÛÏfuture city.Û",ETHx,Architecture,FREE,11 weeks,3 hours per week,Introductory,None,https://www.edx.org/course/quality-life-livability-future-cities-ethx-fc-02x-1
437,437,Health Professional Teaching Skills ÛÒ Level 3 - Professionalism,This education and teacher training course discusses professionalism in the health professions teaching contexts and practices.,University of TorontoX,Education & Teacher Training,FREE,4 weeks,1-2 hours per week,Intermediate,Participants should have a role in health professions teaching and have completed Level 1 or Level 2 of this series.,https://www.edx.org/course/health-professional-teaching-skills-university-torontox-hpt3x
438,438,The History of Medieval Medicine Through Jewish Manuscripts,Learn about medieval Jewish medical training and thought by exploring and interpreting medical manuscripts.,PennX,History,FREE,Missing,2 hours total,Advanced,None.,https://www.edx.org/course/history-medieval-medicine-through-jewish-pennx-katz1-1x
439,439,Introduction to Cloud Infrastructure Technologies,"Learn the fundamentals of building and managing cloud technologies directly from The Linux Foundation, the leader in open source.",LinuxFoundationX,Computer Science,FREE,10 weeks,3-4 hours per week,Introductory,Missing,https://www.edx.org/course/introduction-cloud-infrastructure-linuxfoundationx-lfs151-x
440,440,Astrophysics: Cosmology,"Exploring the origin, fate and nature of our universe.",ANUx,Physics,FREE,10 weeks,3 hours per week,Intermediate,,https://www.edx.org/course/astrophysics-cosmology-anux-anu-astro4x-0
441,441,Electronic Trading in Financial Markets,Learn about technologyÛªs impact on financial markets and the characteristics of financial instruments that are traded on electronic markets.,New York Institute of Finance,Economics & Finance,99,4 weeks,2 hours per week,Introductory,"Familiarity with capital markets and instruments. Some knowledge of financial market participants (market makers, brokers, asset managers, hedge funds, etc.).",https://www.edx.org/course/electronic-trading-financial-markets-new-york-institute-finance-etfm2016x
442,442,Fundamentals of Market Structure,"Learn the basics of market structure, including key market participants and what determines a marketÛªs development.",New York Institute of Finance,Economics & Finance,FREE,1 week,1-2 hours per week,Introductory,Missing,https://www.edx.org/course/fundamentals-market-structure-new-york-institute-finance-etfm2016-1x
443,443,"Visualizing Postwar Tokyo, Part 1","Analyze the history of change and development in postwar Tokyo from different perspectives using archived photographs, films, and TV programs.",UTokyoX,Social Sciences,FREE,Missing,5-6 hours per week,Introductory,None,https://www.edx.org/course/visualizing-postwar-tokyo-part-1-utokyox-utokyo001x-1
444,444,"Visualizing Postwar Tokyo, Part 2",Identify the geopolitics historically involved in the practice of ÛÏvisualizing postwar Tokyo.Û,UTokyoX,Social Sciences,FREE,Missing,5-6 hours per week,Introductory,None,https://www.edx.org/course/visualizing-postwar-tokyo-part-2-utokyox-utokyo002x-1
445,445,Basic Mandarin Chinese ÛÒ Level 1,"Take the first step towards learning Mandarin Chinese, the most commonly spoken language in the world. ",MandarinX,Language,FREE,6 weeks,4 hours per week,Introductory,None,https://www.edx.org/course/basic-mandarin-chinese-level-1-mandarinx-mx101x-0
446,446,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,Learn what is involved in using data wisely to build a culture of collaborative inquiry.,HarvardX,Education & Teacher Training,FREE,Missing,8-12 hours total,Intermediate,None,https://www.edx.org/course/introduction-data-wise-collaborative-harvardx-gse3x-0
447,447,Quantum Mechanics of Molecular Structures,Learn two methods used to determine molecular structures and their properties in this introduction to Quantum Mechanics.,UTokyoX,Chemistry,FREE,4 weeks,3-4 hours per week,Intermediate,,https://www.edx.org/course/quantum-mechanics-molecular-structures-utokyox-utokyo003x-1
448,448,College Algebra and Problem Solving,Learn the basics of Algebra while preparing for future courses in Calculus through this credit-eligible college level math course.,ASUx,Math,FREE,Each student's path to mastery is individual,Student progress through the course is self-paced,Introductory,Missing,https://www.edx.org/course/college-algebra-problem-solving-asux-mat117x
449,449,Health Professional Teaching Skills ÛÒ Level 2 ÛÒ Strategies,This MOOC brings faculty development to the teaching practice by providing teaching strategies that can be immediately applied in health professions teaching contexts and practices.,University of TorontoX,Education & Teacher Training,FREE,4 weeks,1-2 hours per week,Introductory,Participants should have a role in health professions teaching,https://www.edx.org/course/health-professional-teaching-skills-university-torontox-hpt2x
450,450,Behavioral Economics in Action,Learn how to use behavioral economics to design experiments and develop tools to help people make better decisions.,University of TorontoX,Business & Management,FREE,6 weeks,4-5 hours per week,Introductory,None.,https://www.edx.org/course/behavioral-economics-action-university-torontox-be101x-0
451,451,ÓÙ¾«ÈÜ±ø_Âø« | Conversational English Skills,Learn how to effectively communicate in English and improve your conversational language skills. _Ê¾Ä_ü_native speaker¾ÑÊ_Ï¢¼_¾µÑ_Ù¨©ü__ÐÛüöÕÎ50_____Ý_ÛÜ±Ý_Ûö±¡ÓÉ¡Û_Ê¾ÜÀ_¤Û¾___¤ö©¼_ÛÒ´__¾øÓ¼__ã¾ÏÜÜ_Îü__Ê¢ ¥´üÛ¾ÂÁüüÛ¾Êá_ãÜ±ø____Ê_Ü¾ÑÉ¤Ûâ    ,TsinghuaX,Art & Culture,FREE,10 weeks,4 hours per week,Introductory,None,https://www.edx.org/course/sheng-huo-ying-yu-ting-shuo-tsinghuax-30640014x
452,452,Future Cities,"Understand a cityÛªs people, components, functions, scales and dynamics, as precondition for its sustainable design and management.",ETHx,Architecture,FREE,10 weeks,3 hours per week,Introductory,None.,https://www.edx.org/course/future-cities-ethx-fc-01x-2
453,453,Introduction to Computer Science,An introduction to the intellectual enterprises of computer science and the art of programming.,HarvardX,Computer Science,FREE,Missing,"9 problem sets (10 to 20 hours each), 1 final project",Introductory,,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x
454,454,Legal Risk Management Strategies for Multinational Enterprises,,BUx,Law,300,Missing,6 hours of video per 300 multiple choice questions,Advanced,None,https://www.edx.org/course/legal-risk-management-strategies-bux-compliancex
455,455,"Cyberwar, Surveillance and Security","Understand the competing tensions of laws related to privacy and national security, and the impending consequences of this battle for our networked world.",AdelaideX,Law,FREE,6 weeks,2-3 hours per week,Introductory,None,https://www.edx.org/course/cyberwar-surveillance-security-adelaidex-cyber101x-0
456,456,Greatest Unsolved Mysteries of the Universe,Exploring the biggest mysteries of modern astrophysics.,ANUx,Energy & Earth Sciences,FREE,9 weeks,3 hours per week,Intermediate,Missing,https://www.edx.org/course/greatest-unsolved-mysteries-universe-anux-anu-astro1x-2
457,457,Astrophysics: Exploring Exoplanets,Explore the mysteries of exoplanets - planets around other stars ÛÒ in this introductory astrophysics course.,ANUx,Physics,FREE,9 weeks,3 hours per week,Intermediate,,https://www.edx.org/course/astrophysics-exploring-exoplanets-anux-anu-astro2x-1
458,458,Astrophysics: The Violent Universe,"Explore the deadliest places in the universe, from black holes to supernovae.",ANUx,Physics,FREE,9 weeks,3 hours per week,Intermediate,High school maths and physics.,https://www.edx.org/course/astrophysics-violent-universe-anux-anu-astro3x-0
459,459,Introduction to Actuarial Science,"This course readies you for a career as an actuary in finance, investments, banking or insurance.",ANUx,Economics & Finance,FREE,8 weeks,2-4 hours per week,Introductory,"Secondary school (high school) algebra, calculus and probability among other basic mathematical concepts.",https://www.edx.org/course/introduction-actuarial-science-anux-anu-actuarialx-1
460,460,Electrotechnique I,"DÌ©couvrez les circuits Ì©lectriques linÌ©aires. Apprenez ÌÊ les maÌ¨triser et ÌÊ les rÌ©soudre, dans un premier temps en rÌ©gime continu puis en rÌ©gime alternatif. ",EPFLx,Electronics,FREE,8 weeks,4 heures per semaine,Introductory,,https://www.edx.org/course/electrotechnique-i-epflx-ee-100bx-1
461,461,Health Professional Teaching Skills ÛÒ Level 1 ÛÒ Foundational,Learn the basics of faculty development by focusing on foundational skills that can be applied in health professional teaching contexts and practices.,University of TorontoX,Education & Teacher Training,FREE,4 weeks,1-2 hours per week,Introductory,Participants should have a role in health professions teaching,https://www.edx.org/course/health-professional-teaching-skills-university-torontox-hpt1x
462,462,Introduction to Marketing,"Learn the fundamentals of marketing, including strategies and tools used across industries. ",UBCx,Business & Management,FREE,6 weeks,3-4 hours per week,Introductory,None,https://www.edx.org/course/introduction-marketing-ubcx-marketing1x
463,463,SmithsonianÛªs Objects That Define America,"Explore the history of America through the view of key historic objects, inventions, and exhibits in the Smithsonian collections.",SmithsonianX,Art & Culture,FREE,4 weeks,1-2 hours per week,Introductory,None,https://www.edx.org/course/smithsonians-objects-define-america-smithsonianx-ushis1-2x
464,464,Useful Genetics Part 1: How Our Genes Shape Us,Learn how genes are inherited and how they affect important personal and societal issues. ,UBCx,Biology & Life Sciences,FREE,7 weeks,6-8 hours per week,Intermediate,Some prior knowledge of basic biology (first-year college or a recent high school course),https://www.edx.org/course/useful-genetics-part-1-how-genes-shape-ubcx-usegen-1x-0
465,465,"Useful Genetics, Part 2: Genes and Genetic Inheritance",Learn how genes are inherited and how they affect important personal and societal issues.,UBCx,Biology & Life Sciences,FREE,5 weeks,6-8 hours per week,Intermediate,If you have not taken Useful Genetics Part 1 you will need some prior knowledge of basic genetics (first-year college biology or a recent high school biology course).,https://www.edx.org/course/useful-genetics-part-2-genes-genetic-ubcx-usegen-2x-0
466,466,Yield Curve Analysis,Learn about the impact and analysis of interest rates on the economy from experts at the New York Institute of Finance. Move your finance career forward today. ,New York Institute of Finance,Economics & Finance,949,Missing,1-2 hours per week,Introductory,Knowledge of Financial Industry and Markets is preferred.,https://www.edx.org/course/yield-curve-analysis-new-york-institute-finance-yca2015-1x
467,467,Academic and Business Writing,"An introduction to academic and business writing for English Language Learners, focusing on grammar, vocabulary, structure, editing, and publication.",UC BerkeleyX,Communication,FREE,6 weeks,3-5 hours per week,Introductory,Missing,https://www.edx.org/course/academic-business-writing-uc-berkeleyx-colwri2-2x-0
468,468,Islamic Finance and Capital Markets: Structure and Trading of Sukuk,"Learn about advanced Islamic financial instruments, including Sukuk, which commonly refers to the Islamic equivalent of bonds, and the challenges and innovations within Islamic markets.",IRTIx,Economics & Finance,FREE,4 weeks,3-4 hours per week,Introductory,None,https://www.edx.org/course/islamic-finance-capital-markets-irtix-ifcm102x-0
469,469,Luxury Management,Understand the power of a luxury brand and gain the business skills needed to provide premium goods and services within the hotel and tourism industry,HKPolyUx,Business & Management,FREE,6 weeks,6-8 hours per week,Intermediate,Leaners need to have hospitality and tourism related experiences.,https://www.edx.org/course/luxury-management-hkpolyux-htm-541x
470,470,"Social Work Practice in Community Organization, Management and Policy/Evaluation",Learn about macro social work and how to have large scale impact on entire communities and systems of care.,MichiganX,Social Sciences,FREE,8 weeks,8-10 hours per week,Advanced,None,https://www.edx.org/course/social-work-practice-community-michiganx-sw560x
471,471,Case Studies in Continuous Educational Improvement,Learn about leading approaches to continuous educational improvement through case studies of educational innovation.,MichiganX,Education & Teacher Training,FREE,8 weeks,2-4 hours per week,Advanced,"Working knowledge of schools and education systems as well as the political, policy, and public pressures to improve educational opportunities and outcomes for all students.",https://www.edx.org/course/case-studies-continuous-educational-michiganx-leaded504x
472,472,Cybersecurity Risk Management,"Learn key principles of risk analysis, risk assessment and risk mitigation for information security using both qualitative and quantitative methodologies.",RITx,Computer Science,FREE,8 weeks,10-12 hours per week,Advanced,Successful completion of CYBER501x Cybersecurity Fundamentals,https://www.edx.org/course/cybersecurity-risk-management-ritx-cyber503x
473,473,Cybersecurity Fundamentals,"Learn cybersecurity fundamentals, including how to detect threats, protect systems and networks, and anticipate potential cyber attacks.",RITx,Computer Science,FREE,8 weeks,6-8 hours per week,Advanced,None,https://www.edx.org/course/cybersecurity-fundamentals-ritx-cyber501x-1
474,474,Computer Forensics,"Learn the process, techniques and tools for performing a digital forensics investigation to obtain data related to computer crimes.",RITx,Computer Science,FREE,8 weeks,10-12 hours per week,Advanced,Successful completion of CYBER501x Cybersecurity Fundamentals,https://www.edx.org/course/computer-forensics-ritx-cyber502x-0
475,475,English Grammar and Style,Learn key concepts and strategies in grammar and style to help enhance your writing and confidently respond to the demand of high levels of literacy in the 21st century.,UQx,Humanities,FREE,8 weeks,4 hours per week,Introductory,English as a first language,https://www.edx.org/course/english-grammar-style-uqx-write101x-4
